School District,City,County,State
Hartselle City Schools,Hartselle,Morgan,Alabamia 
Henry County School District,Abbeville,Henry,Alabamia 
Homewood City Schools,Homewood,Jefferson,Alabamia 
Hoover City Schools,Hoover,Jefferson,Alabamia 
Houston County School District,Dothan,Houston,Alabamia 
Huntsville City Schools,Huntsville,Madison,Alabamia 
Jackson County School District,Scottsboro,Jackson,Alabamia 
Jacksonville City Schools,Jacksonville,Calhoun,Alabamia 
Jasper City Schools,Jasper,Walker,Alabamia 
Jefferson County Schools,Birmingham,Jefferson,Alabamia 
Lamar County School District,Vernon,Lamar,Alabamia 
Lanett City Schools,Lanett,Chambers,Alabamia 
Lauderdale County School District,Florence,Lauderdale,Alabamia 
Lawrence County School District,Moulton,Lawrence,Alabamia 
Lee County School District,Opelika,Lee,Alabamia 
Leeds City Schools,Leeds,Jefferson,Alabamia 
Limestone County School District,Athens,Limestone,Alabamia 
Linden City Schools,Linden,Marengo,Alabamia 
Lowndes County School District,Hayneville,Lowndes,Alabamia 
Macon County School District,Tuskegee,Macon,Alabamia 
Madison City Schools,Madison,Madison,Alabamia 
Madison County School System,Huntsville,Madison,Alabamia 
Marengo County School District,Linden,Marengo,Alabamia 
Marion County Schools,Hamilton,Marion,Alabamia 
Marshall County School District,Guntersville,Marshall,Alabamia 
Maxwell AFB School District,Montgomery (Maxwell AFB),Montgomery,Alabamia 
Midfield City Schools,Midfield,Jefferson,Alabamia 
Mobile County Public Schools,Mobile,Mobile,Alabamia 
Monroe County School District,Monroeville,Monroe,Alabamia 
Montgomery Public Schools,Montgomery,Montgomery,Alabamia 
Morgan County School District,Decatur,Morgan,Alabamia 
Mountain Brook City Schools,Mountain Brook,Jefferson,Alabamia 
Muscle Shoals City Schools,Muscle Shoals,Colbert,Alabamia 
Oneonta City Schools,Oneonta,Blount,Alabamia 
Opelika City Schools,Opelika,Lee,Alabamia 
Opp City Schools,Opp,Covington,Alabamia 
Orange Beach City School District,Orange Beach,Baldwin,Alabamia 
Oxford City Schools,Oxford,Calhoun,Alabamia 
Ozark City Schools,Ozark,Dale,Alabamia 
Pelham City Schools,Pelham,Shelby,Alabamia 
Pell City Schools,Pell City,St. Clair,Alabamia 
Perry County School District,Marion,Perry,Alabamia 
Phenix City Schools,Phenix City,Russell,Alabamia 
Pickens County School District,Carrollton,Pickens,Alabamia 
Piedmont City Schools,Piedmont,Calhoun,Alabamia 
Pike County School District,Troy,Pike,Alabamia 
Pike Road Schools,Pike Road,Montgomery,Alabamia 
Randolph County School District,Wedowee,Randolph,Alabamia 
Roanoke City Schools,Roanoke,Randolph,Alabamia 
Russell County School District,Phenix City,Russell,Alabamia 
Russellville City Schools,Russellville,Franklin,Alabamia 
Saraland City Schools,Saraland,Mobile,Alabamia 
Satsuma City Schools,Satsuma,Mobile,Alabamia 
Scottsboro City Schools,Scottsboro,Jackson,Alabamia 
Selma City Schools,Selma,Dallas,Alabamia 
Sheffield City Schools,Sheffield,Colbert,Alabamia 
Shelby County Schools,Columbiana,Shelby,Alabamia 
St. Clair County School System,Pell City,St. Clair,Alabamia 
Sumter County School District,Livingston,Sumter,Alabamia 
Sylacauga City Schools,Sylacauga,Talladega,Alabamia 
Talladega City Schools,Talladega,Talladega,Alabamia 
Talladega County School District,Talladega,Talladega,Alabamia 
Tallapoosa County School District,Dadeville,Tallapoosa,Alabamia 
Tallassee City Schools,Tallassee,Elmore,Alabamia 
Tarrant City Schools,Tarrant,Jefferson,Alabamia 
Thomasville City Schools,Thomasville,Clarke,Alabamia 
Troy City Schools,Troy,Pike,Alabamia 
Trussville City Schools,Trussville,Jefferson,Alabamia 
Tuscaloosa City Schools,Tuscaloosa,Tuscaloosa,Alabamia 
Tuscaloosa County School System,Tuscaloosa,Tuscaloosa,Alabamia 
Tuscumbia City Schools,Tuscumbia,Colbert,Alabamia 
Vestavia Hills City Schools,Vestavia Hills,Jefferson,Alabamia 
Walker County School District,Jasper,Walker,Alabamia 
Washington County School District,Chatom,Washington,Alabamia 
Wilcox County School District,Camden,Wilcox,Alabamia 
Winfield City Schools,Winfield,Marion,Alabamia 
Winston County School District,Double Springs,Winston,Alabamia 
