School District,City,County,State
Lapwai School District,Lapwai,Nez Perce,Idaho
Lewiston Independent School District,Lewiston,Nez Perce,Idaho
Mackay Joint School District,Mackay,Custer,Idaho
Madison School District,Rexburg,Madison,Idaho
Marsh Valley Joint School District,Pocatello,Bannock,Idaho
Marsing Joint School District,Marsing,Owyhee,Idaho
McCall-Donnelly Joint School District,McCall,Valley,Idaho
Meadows Valley School District,New Meadows,Adams,Idaho
Melba Joint School District,Melba,Canyon,Idaho
Middleton School District,Middleton,Canyon,Idaho
Midvale School District,Midvale,Washington,Idaho
Minidoka County Joint School District,Rupert,Minidoka,Idaho
Moscow School District,Moscow,Latah,Idaho
Mountain Home School District,Mountain Home,Elmore,Idaho
Mountain View School District,Nampa,Canyon,Idaho
Mullan School District,Mullan,Shoshone,Idaho
Murtaugh Joint School District,Murtaugh,Twin Falls,Idaho
Nampa School District,Nampa,Canyon,Idaho
New Plymouth School District,New Plymouth,Payette,Idaho
Nezperce Joint School District,Nezperce,Lewis,Idaho
North Gem School District,Blackfoot,Bingham,Idaho
Notus School District,Notus,Canyon,Idaho
Oneida County School District,Malad City,Oneida,Idaho
Orofino Joint School District,Orofino,Clearwater,Idaho
Parma School District,Parma,Canyon,Idaho
Payette Joint School District,Payette,Payette,Idaho
Pleasant Valley Elementary School District,Paris,Bear Lake,Idaho
Plummer-Worley Joint School District,Plummer,Benewah,Idaho
Pocatello-Chubbuck School District No. 25,Pocatello,Bannock,Idaho
Post Falls School District,Post Falls,Kootenai,Idaho
Potlatch School District,Potlatch,Latah,Idaho
Prairie Elementary School District,Cottonwood,Idaho,Idaho
Preston Joint School District,Preston,Franklin,Idaho
Richfield School District,Richfield,Lincoln,Idaho
Ririe Joint School District,Ririe,Jefferson,Idaho
Rockland School District,Rockland,Power,Idaho
Salmon River School District,Riggins,Idaho,Idaho
Salmon School District,Salmon,Lemhi,Idaho
Shelley Joint School District,Shelley,Bingham,Idaho
Shoshone Joint School District,Shoshone,Lincoln,Idaho
Snake River School District,Blackfoot,Bingham,Idaho
Soda Springs Joint School District,Soda Springs,Caribou,Idaho
South Lemhi School District,Salmon,Lemhi,Idaho
St. Maries Joint School District,St. Maries,Benewah,Idaho
Sugar-Salem Joint School District,Rexburg,Madison,Idaho
Swan Valley Elementary School District,Swan Valley,Bonneville,Idaho
Teton County School District,Driggs,Teton,Idaho
Three Creek Joint Elementary School District,Weippe,Clearwater,Idaho
Troy School District,Troy,Latah,Idaho
Twin Falls School District,Twin Falls,Twin Falls,Idaho
Valley School District,Donnelly,Valley,Idaho
Vallivue School District,Vallivue (Caldwell),Canyon,Idaho
Wallace School District,Wallace,Shoshone,Idaho
Weiser School District,Weiser,Washington,Idaho
Wendell School District,Wendell,Gooding,Idaho
West Ada School District,Meridian,Ada,Idaho
West Bonner County School District,Priest River,Bonner,Idaho
West Jefferson School District,Terreton,Jefferson,Idaho
West Side Joint School District,Jerome,Jerome,Idaho
Whitepine Joint School District,Mackay,Custer,Idaho
Wilder School District,Wilder,Canyon,Idaho
