School District,City,County,State
Frazer High School District,Frazer,Missoula,Montana
Frenchtown K-12 Schools,Frenchtown,Roosevelt,Montana
Froid Elementary School District,Froid,Roosevelt,Montana
Froid High School District,Froid,Stillwater,Montana
Fromberg K-12 Schools,Fromberg,Lewis and Clark,Montana
Frontier Elementary School District,Helena area,Lewis and Clark,Montana
Galata Elementary School District,Galata,Valley,Montana
Gallatin Gateway Elementary School District,Gallatin Gateway,Gallatin,Montana
Gardiner Elementary School District,Gardiner,Park,Montana
Gardiner High School District,Gardiner,Park,Montana
Garfield County High School District,Jordan,Garfield,Montana
Garrison Elementary School District,Garrison,Powell,Montana
Geraldine High School District,Geraldine,Teton,Montana
Geyser High School District,Geyser,Cascade,Montana
Gildford Colony Elementary School District,Gildford Colony area,Hill,Montana
Glasgow K-12 Schools,Glasgow,Valley,Montana
Glendive Elementary School District,Glendive,Dawson,Montana
Golden Ridge Elementary School District,Great Falls area,Cascade,Montana
Grant Elementary School District,Grant area,Powell,Montana
Grass Range Elementary School District,Grass Range,Fergus,Montana
Grass Range High School District,Grass Range,Fergus,Montana
Great Falls Elementary School District,Great Falls,Cascade,Montana
Great Falls High School District,Great Falls,Cascade,Montana
Greenfield Elementary School District,Billings area,Yellowstone,Montana
Greycliff Elementary School District,Greycliff,Sweet Grass,Montana
Hall Elementary School District,Hall,Yellowstone,Montana
Hamilton K-12 Schools,Hamilton,Ravalli,Montana
Hardin Elementary School District,Hardin,Big Horn,Montana
Hardin High School District,Hardin,Big Horn,Montana
Harlem Elementary School District,Harlem,Blain,Montana
Harlem High School District,Harlem,Blain,Montana
Harlowton High School District,Harlowton,Wheatland,Montana
Harrison K-12 Schools,Harrison,Powder River,Montana
Havre Elementary School District,Havre,Hill,Montana
Havre High School District,Havre,Hill,Montana
Hawks Home Elementary School District,Helena area,Lewis and Clark,Montana
Hays-Lodge Pole K-12 Schools,Hays / Lodge Pole,Blaine,Montana
Heart Butte K-12 Schools,Heart Butte,Pondera,Montana
Helena Elementary School District,Helena,Lewis and Clark,Montana
Helena Flats Elementary School District,Helena area,Lewis and Clark,Montana
Helena High School District,Helena,Lewis and Clark,Montana
Hellgate Elementary School District,Helena area,Lewis and Clark,Montana
Helmville Elementary School District,Helena area,Lewis and Clark,Montana
Highwood Public Schools,Helmville,Powell,Montana
Hinsdale Elementary School District,Highwood,Cascade,Montana
Hinsdale High School District,Hinsdale,Valley,Montana
Hobson K-12 Schools,Hobson,Judith Basin,Montana
Hot Springs High School District,Hot Springs,Sanders,Montana
Huntley Project K-12 Schools,Worden area,Yellowstone,Montana
Hysham K-12 Schools,Hysham,Treasure,Montana
Independent Elementary School District,Independent,Lewis and Clark,Montana
Jackson Elementary School District,Jackson,Jefferson,Montana
Jefferson High School District,Boulder area (Jefferson County region),Jefferson,Montana
Joliet Elementary School District,Joliet,Carbon,Montana
Joliet High School District,Joliet,Carbon,Montana
Jordan Elementary School District,Jordan,Garfield,Montana
Judith Gap Elementary School District,Judith Gap,Judith Basin,Montana
Judith Gap High School District,Judith Gap,Judith Basin,Montana
Kalispell Elementary School District,Kalispell,Flathead,Montana
Kester Elementary School District,Kalispell area,Flathead,Montana
Kila Elementary School District,Kila,Flathead,Montana
King Colony Elementary School District,Havre area (Hill County rural),Hill,Montana
Kinsey Elementary School District,Kinsey,Custer,Montana
Kircher Elementary School District,Rural Montana (likely Fergus/central MT area),Fergus,Montana
Knees Elementary School District,Custer County rural area,Custer,Montana
Lambert Elementary School District,Lambert,Valley,Montana
Lambert High School District,Lambert,Valley,Montana
Lame Deer Elementary School District,Lame Deer,Rosebud,Montana
Lame Deer High School District,Lame Deer,Rosebud,Montana
LaMotte Elementary School District,LaMotte area (Fergus County rural),Fergus,Montana
Laurel Elementary School District,Laurel,Yellowstone,Montana
Laurel High School District,Laurel,Yellowstone,Montana
Lavina K-12 Schools,Lavina,Golden Valley,Montana
Lewistown Elementary School District,Lewistown,Fergus,Montana
Libby K-12 Schools,Libby,Lincoln,Montana
Liberty Elementary School District,Liberty County area,Liberty,Montana
Lima K-12 Schools,Lima,Beaverhead,Montana
Lincoln County High School District,Libby area (Lincoln County),Lincoln,Montana
Lincoln K-12 Schools,Lincoln,Lincoln,Montana
Lindsay Elementary School District,Lewistown area,Fergus,Montana
Livingston Elementary School District,Livingston,Park,Montana
Lodge Grass Elementary School District,Lodge Grass,Big Horn,Montana
Lodge Grass High School District,Lodge Grass,Big Horn,Montana
Lolo Elementary School District,Lolo,Missoula,Montana
Lone Rock Elementary School District,Rural Lincoln/Gallatin area,Fergus / Gallatin,Montana
Lustre Elementary School District,Lustre,Phillips,Montana
Luther Elementary School District,Judith Basin County rural area,Judith Basin,Montana
Malmborg Elementary School District,Malmborg area,McCone,Montana
Malta K-12 Schools,Malta,Phillips,Montana
Manhattan Elementary School District,Manhattan,Gallatin,Montana
Manhattan High School District,Manhattan,Gallatin,Montana
Marion Elementary School District,Marion,Flathead,Montana
McCormick Elementary School District,McCormick area (rural Montana),Fergus,Montana
McLeod Elementary School District,McLeod,Wheatland,Montana
Medicine Lake K-12 Schools,Medicine Lake,Sheridan,Montana
Melrose Elementary School District,Melrose,Ravalli,Montana
Melstone Elementary School District,Melstone,Golden Valley,Montana
Melstone High School District,Melstone,Golden Valley,Montana
Melville Elementary School District,Melville,Stillwater,Montana
Miami Elementary School District,Miami area (rural Fergus County),Fergus,Montana
Miles City Elementary School District,Miles City,Custer,Montana
Missoula Elementary School District,Missoula,Missoula,Montana
Missoula High School District,Missoula,Missoula,Montana
Monforton Elementary School District,Bozeman area (Gallatin County),Gallatin,Montana
Montana City Elementary School District,Montana City,Jefferson,Montana
Moore Elementary School District,Moore,Judith Basin,Montana
Moore High School District,Moore,Judith Basin,Montana
Morin Elementary School District,Morin area (rural Montana),Fergus,Montana
Mountain View Elementary School District,Mountain View area (various rural MT locations),Carbon,Montana
Nashua K-12 Schools,Nashua,Valley,Montana
North Harlem Colony Elementary School District,North Harlem Colony area,Blain,Montana
North Star Elementary School District,Harlowton area (Wheatland County region),Wheatland,Montana
North Star High School District,Harlowton area,Wheatland,Montana
Noxon Elementary School District,Noxon,Sanders,Montana
Noxon High School District,Noxon,Sanders,Montana
Nye Elementary School District,Nye,Park,Montana
Olney-Bissell Elementary School District,Olney-Bissell area (Flathead/Lincoln region),Flathead / Lincoln,Montana
Opheim K-12 Schools,Opheim,Phillips,Montana
Ovando Elementary School District,Ovando,Powell,Montana
Park City Elementary School District,Park City,Carbon,Montana
Park City High School District,Park City,Carbon,Montana
Park High School District,Livingston area (Park County),Park,Montana
Pass Creek Elementary School District,Absarokee area (Stillwater County),Stillwater,Montana
Pendroy Elementary School District,Pendroy,Teton,Montana
Philipsburg K-12 Schools,Philipsburg,Granite,Montana
Pine Creek Elementary School District,Pine Creek,Powell,Montana
Pine Grove Elementary School District,Pine Grove area (rural Montana),Fergus,Montana
Pioneer Elementary School District,Lewistown area,Fergus,Montana
Plains High School District,Plains,Sanders,Montana
Pleasant Valley Elementary School District,Livingston area (Paradise Valley / Park County rural),Park,Montana
Plenty Coups High School District,Lodge Grass area (Crow Agency region),Big Horn,Montana
Plentywood K-12 Schools,Plentywood,Sheridan,Montana
Plevna K-12 Schools,Plevna,Fallon,Montana
Polaris Elementary School District,Polaris,Beaverhead,Montana
Polson Elementary School District,Polson,Lake,Montana
Polson High School District,Polson,Lake,Montana
Poplar Elementary School District,Poplar,Roosevelt,Montana
Poplar High School District,Poplar,Roosevelt,Montana
Potomac Elementary School District,Potomac,Missoula,Montana
Powder River County High School District,Broadus area (Powder River County),Powder River,Montana
Powell County High School District,Deer Lodge area (Powell County),Powell,Montana
Power Elementary School District,Power,Cascade,Montana
Power High School District,Power,Cascade,Montana
Pryor Elementary School District,Pryor,Big Horn,Montana
Ramsay Elementary School District,Ramsay,Silver Bow,Montana
Rapelje Elementary School District,Rapelje,Yellowstone,Montana
Rapelje High School District,Rapelje,Yellowstone,Montana
Rau Elementary School District,Rau area (rural Montana),Roosevelt ,Montana
Red Lodge Elementary School District,Red Lodge,Carbon,Montana
Red Lodge High School District,Red Lodge,Carbon,Montana
Reed Point Elementary School District,Reed Point,Stillwater,Montana
Reed Point High School District,Reed Point,Stillwater,Montana
Reichle Elementary School District,Reichle area (rural Beaverhead County),Beaverhead,Montana
Richey Elementary School District,Richey,McCone,Montana
Richey High School District,Richey,McCone,Montana
Roberts K-12 Schools,Roberts,Stillwater,Montana
Rocky Boy Elementary School District,Rocky Boy (Box Elder area),Hill,Montana
Rocky Boy High School District,Rocky Boy (Box Elder area),Hill,Montana
Ronan Elementary School District,Ronan,Lake,Montana
Ronan High School District,Ronan,Lake,Montana
Rosebud K-12 Schools,Ashland area (Rosebud County),Rosebud,Montana
Ross Elementary School District,Billings area,Yellowstone,Montana
Roundup Elementary School District,Roundup,Musselshell,Montana
Roundup High School District,Roundup,Musselshell,Montana
Roy K-12 Schools,Roy,Fergus,Montana
Ryegate K-12 Schools,Ryegate,Golden Valley,Montana
Saco Elementary School District,Saco,Phillips,Montana
Saco High School District,Saco,Phillips,Montana
Sand Springs Elementary School District,Sand Springs area (Prairie County rural),Prairie,Montana
Savage Elementary School District,Savage,Richland,Montana
Savage High School District,Savage,Richland,Montana
Scobey K-12 Schools,Scobey,Daniels,Montana
Seeley Lake Elementary School District,Seeley Lake,Missoula,Montana
Shelby Elementary School District,Shelby,Toole,Montana
Shelby High School District,Shelby,Toole,Montana
Shepherd Elementary School District,Shepherd,Yellowstone,Montana
Shepherd High School District,Shepherd,Yellowstone,Montana
Sheridan Elementary School District,Sheridan,Madison,Montana
Sheridan High School District,Sheridan,Madison,Montana
Shields Valley Elementary School District,Shields Valley (Wilsall area),Park,Montana
Shields Valley High School District,Shields Valley (Wilsall area),Park,Montana
Sidney Elementary School District,Sidney,Richland,Montana
Sidney High School District,Sidney,Richland,Montana
Simms High School District,Simms,Cascade,Montana
Smith Valley Elementary School District,Shields Valley area (Livingston/Paradise Valley rural),Park,Montana
Somers Elementary School District,Somers,Flathead,Montana
South Stacey Elementary School District,Stacey area (rural Dawson County),Dawson,Montana
Spring Creek Colony Elementary School District,Big Horn County rural area,Big Horn,Montana
Spring Creek Elementary School District (Big Horn County),Big Horn County rural area,Big Horn,Montana
Spring Creek Elementary School District (Powder River County),Powder River County rural area,Powder River,Montana
Springhill Elementary School District,Springhill area (Gallatin County rural),Gallatin,Montana
Stanford K-12 Schools,Stanford,Judith Basin,Montana
Stevensville Elementary School District,Stevensville,Ravalli,Montana
Stevensville High School District,Stevensville,Ravalli,Montana
St. Ignatius K-12 Schools,St. Ignatius,Lake,Montana
St. Regis K-12 Schools,St. Regis,Mineral,Montana
Sunburst K-12 Schools,Sunburst,Toole,Montana
Sun River Valley Elementary School District,Sun River Valley area (Great Falls region),Cascade,Montana
Sunset Elementary School District,Sunset area (rural Montana),Yellowstone,Montana
Superior K-12 Schools,Superior,Mineral,Montana
Swan Lake-Salmon Elementary School District,Swan Lake / Salmon Prairie area,Flathead,Montana
Swan River Elementary School District,Swan River area (Flathead County),Lake,Montana
Swan Valley Elementary School District,Swan Valley area (Flathead County),Flathead,Montana
Sweet Grass County High School District,Big Timber,Sweet Grass,Montana
S Y Elementary School District,Judith Basin County rural area,Judith Basin,Montana
Target Range Elementary School District,Missoula area,Missoula,Montana
Terry K-12 Schools,Terry,Prairie,Montana
Thompson Falls Elementary School District,Thompson Falls,Sanders,Montana
Thompson Falls High School District,Thompson Falls,Sanders,Montana
Three Forks Elementary School District,Three Forks,Gallatin,Montana
Three Forks High School District,Three Forks,Gallatin,Montana
Townsend K-12 Schools,Townsend,Broadwater,Montana
Trail Creek Elementary School District,Trail Creek area (rural Montana),Fergus,Montana
Trego Elementary School District,Trego,Lincoln,Montana
Trinity Elementary School District,Trinity area (rural Montana),Stillwater ,Montana
Trout Creek Elementary School District,Trout Creek,Sanders,Montana
Troy Elementary School District,Troy,Lincoln,Montana
Troy High School District,Troy,Lincoln,Montana
Turner Elementary School District,Turner,Hill,Montana
Turner High School District,Turner,Hill,Montana
Twin Bridges K-12 Schools,Twin Bridges,Madison,Montana
Ulm Elementary School District,Ulm,Cascade,Montana
Upper West Shore Elementary School District,Flathead Lake West Shore area,Flathead,Montana
Valier Elementary School District,Valier,Pondera,Montana
Valier High School District,Valier,Pondera,Montana
Vaughn Elementary School District,Vaughn,Cascade,Montana
Victor K-12 Schools,Victor,Ravalli,Montana
Vida Elementary School District,Vida area (rural McCone County),McCone,Montana
Westby K-12 Schools,Westby,Sheridan,Montana
West Glacier Elementary School District,West Glacier,Flathead,Montana
West Valley Elementary School District,Kalispell area,Flathead,Montana
West Yellowstone K-12 School District,West Yellowstone,Gallatin,Montana
Whitefish Elementary School District,Whitefish,Flathead,Montana
Whitefish High School District,Whitefish,Flathead,Montana
Whitehall Elementary School District,Whitehall,Jefferson,Montana
Whitehall High School District,Whitehall,Jefferson,Montana
White Sulphur Springs Schools,White Sulphur Springs,Meagher,Montana
Whitewater K-12 Schools,Whitewater,Phillips,Montana
Wibaux K-12 Schools,Wibaux,Wibaux,Montana
Willow Creek Elementary School District,Willow Creek,Gallatin,Montana
Willow Creek High School District,Willow Creek,Gallatin,Montana
Winifred K-12 Schools,Winifred,Fergus,Montana
Winnett K-12 Schools,Winnett,Petroleum,Montana
Wisdom Elementary School District,Wisdom,Beaverhead,Montana
Wise River Elementary School District,Wise River,Beaverhead,Montana
Wolf Creek Elementary School District,Wolf Creek,Lewis and Clark,Montana
Wolf Point Elementary School District,Wolf Creek,Lewis and Clark,Montana
Wolf Point High School District,Wolf Point,Roosevelt,Montana
Woodman Elementary School District,Lewistown area (rural Fergus County),Fergus,Montana
Wyola Elementary School District,Wyola,Big Horn,Montana
Yaak Elementary School District,Yaak,Lincoln,Montana
Zurich Elementary School District,Havre area (Hill County rural),Hill,Montana
